#{"t_start": 1598502398.0228744, "env_id": "openDSS-v0"}
r,l,t
-11896.980971,1,73.11006
-7751.136496,1,73.339447
-2336.946487,1,73.487058
-3966.488062,1,74.271959
-6120.404593,1,74.405596
-349.933221,1,74.489408
-660.342743,1,74.557192
-5.576934,1,74.635982
-62.673539,1,74.716815
-3216.881036,1,74.801163
-7982.056127,1,74.907911
-11733.6978,1,75.041566
-8374.627759,1,75.218045
-9.802883,1,75.305827
-6139.474891,1,75.435464
-1228.886184,1,75.570103
-2992.367129,1,75.672829
-4775.82382,1,75.753613
-6770.809247,1,75.828412
-6918.084518,1,75.897227
-250.564812,1,75.970054
-1054.182797,1,76.064782
-104.434261,1,76.167504
-1744.799463,1,76.262251
-1380.19282,1,76.343035
-870.142297,1,76.422858
-6376.182705,1,76.505604
-1357.276367,1,76.578409
-7801.492231,1,76.657195
-226.886708,1,76.730998
-3044.484176,1,76.803803
-1890.380865,1,76.874614
-13793.479692,1,76.960386
-3085.421899,1,77.053137
-4610.700936,1,77.12993
-2044.889006,1,77.224677
-2009.873634,1,77.314437
-415.802983,1,77.403202
-1202.379545,1,77.481992
-1069.028319,1,77.560778
-2956.200952,1,77.652536
-498.695574,1,77.735313
-533.552359,1,77.803132
-6602.901032,1,77.851999
-2143.689582,1,77.895914
-679.863962,1,77.949739
-1711.90435,1,78.008581
-163.667033,1,78.070418
-3486.282692,1,78.126267
-323.971907,1,78.184112
-12644.862727,1,78.239962
-9187.111704,1,78.291823
-20.720473,1,78.34568
-8273.664384,1,78.408562
-11852.965696,1,78.487304
-11886.437166,1,78.565099
-2309.296076,1,78.635956
-4352.796965,1,78.704754
-13279.300674,1,78.776528
-2553.154518,1,78.838383
-5310.590683,1,78.908212
-3869.815101,1,78.968015
-1079.130833,1,79.046849
-8304.1703,1,79.128585
-9071.706347,1,79.221339
-4711.528591,1,79.356978
-5270.282942,1,79.515554
-168.089317,1,79.701071
-7101.510096,1,79.925457
-4004.465775,1,80.139885
-2594.86992,1,80.314417
-11309.803365,1,80.445068
-3697.842367,1,80.58669
-1979.883621,1,80.701383
-4408.086831,1,80.836032
-6655.456991,1,80.981634
-4473.416764,1,81.178111
-9172.563922,1,81.316737
-1729.080931,1,81.403505
-5.910873,1,81.49127
-2885.269188,1,81.565076
-5665.18728,1,81.638877
-2682.956635,1,81.707689
-3220.066898,1,81.776508
-8183.393294,1,81.84835
-707.859466,1,81.915172
-8618.257308,1,81.978004
-913.937325,1,82.041799
-7348.652146,1,82.105626
-14469.545697,1,82.16648
-23135.113931,1,82.259254
-19865.953983,1,82.387875
-16469.932551,1,82.518562
-406.982613,1,82.660146
-1863.192054,1,82.746915
-30578.760998,1,82.819754
-3509.070235,1,82.891527
-9815.636387,1,82.962336
-8324.657027,1,83.033184
-5039.244803,1,83.108944
-4201.976597,1,83.209711
-5717.551494,1,83.30941
-1223.511582,1,83.389233
-829.535483,1,83.458024
-2982.819471,1,83.523836
-80.015302,1,83.607611
-114.854854,1,83.70536
-3285.90253,1,83.832013
-4798.550987,1,83.915789
-7397.092198,1,83.995578
-272.839914,1,84.101332
-730.611256,1,84.264854
-1494.673851,1,84.433406
-750.821829,1,84.561062
-191.515176,1,84.643842
-197.38679,1,84.724661
-3502.10169,1,84.794471
-842.304202,1,84.859264
-1065.081679,1,84.925093
-2279.834314,1,84.998891
-7375.495654,1,85.082672
-354.260072,1,85.258233
-326.382234,1,85.473655
-8476.459585,1,85.619267
-2355.582436,1,85.700052
-5618.335014,1,85.78981
-75.150767,1,85.870596
-113.745917,1,85.986332
-8763.674926,1,86.076045
-1041.779397,1,86.158824
-6145.424142,1,86.231628
-14165.884544,1,86.291468
-2105.113193,1,86.34732
-2353.210975,1,86.416135
-5079.022903,1,86.478966
-3222.119275,1,86.536816
-198.637502,1,86.586679
-2029.160469,1,86.633585
-716.73015,1,86.682424
-18.064702,1,86.742265
-3863.254905,1,86.806093
-1960.866385,1,86.865934
-7723.464858,1,86.923812
-15806.976174,1,86.979628
-31.007245,1,87.031522
-2142.878637,1,87.079392
-2925.116228,1,87.134217
-8540.770177,1,87.194089
-2021.518737,1,87.249938
-9731.924918,1,87.305789
-10382.957239,1,87.35964
-4846.268373,1,87.411505
-771.135095,1,87.460378
-3177.273134,1,87.509243
-791.06205,1,87.561101
-10132.215996,1,87.621941
-1515.024519,1,87.671808
-391.034348,1,87.723669
-8009.477219,1,87.773538
-500.004853,1,87.829358
-578.892002,1,87.894215
-1319.839514,1,87.956051
-24994.762218,1,88.018852
-778.630652,1,88.08271
-5054.085657,1,88.138562
-4987.801482,1,88.193416
-2399.5612,1,88.252259
-31238.615838,1,88.30811
-2119.787007,1,88.365923
-6.014577,1,88.426759
-2673.491819,1,88.49162
-1818.972763,1,88.551427
-14572.656565,1,88.613258
-4003.019579,1,88.670109
-12316.92036,1,88.72596
-5034.585102,1,88.78683
-4726.013046,1,88.848664
-1239.557105,1,88.907506
-6093.562955,1,88.960365
-12.161285,1,89.016181
-3010.459734,1,89.073033
-5812.233449,1,89.138891
-1700.815378,1,89.212691
-9106.279232,1,89.272528
-4733.512353,1,89.322367
-11684.327153,1,89.380277
-10491.81798,1,89.446094
-3532.156344,1,89.509957
-1873.358034,1,89.571761
-8691.557327,1,89.632596
-4915.171141,1,89.692435
-4780.434096,1,89.75427
-1691.064512,1,89.817103
-2655.610808,1,89.884921
-7583.689125,1,89.943763
-5569.232417,1,90.002607
-13100.954249,1,90.062445
-10019.534597,1,90.124282
-4283.33275,1,90.193097
-728.401671,1,90.248988
-1615.515552,1,90.30683
-12756.193355,1,90.37365
-8325.958767,1,90.437443
-3471.710765,1,90.496287
-3037.440666,1,90.554131
-3266.557946,1,90.609983
-12578.13594,1,90.672835
-1806.998775,1,90.732653
-2142.217494,1,90.778605
-4247.155347,1,90.823487
-7221.34487,1,90.875319
-9023.271996,1,90.930166
-2405.926373,1,90.982065
-3049.128735,1,91.031897
-1965.245486,1,91.08379
-3161.156374,1,91.133659
-1690.58398,1,91.182494
-1614.484038,1,91.231393
-3944.721892,1,91.275278
-5129.292616,1,91.323149
-21010.684949,1,91.375009
-214.406257,1,91.425874
-4569.267589,1,91.476742
-5519.392991,1,91.5286
-13030.524169,1,91.57747
-7336.941124,1,91.626322
-8632.444638,1,91.674213
-228.664562,1,91.722051
-3136.492217,1,91.768956
-8513.72899,1,91.81284
-12132.609408,1,91.859683
-6470.985443,1,91.907589
-5.645331,1,91.955462
-11444.9551,1,92.003323
-8572.21718,1,92.053199
-9376.767972,1,92.105027
-5928.362303,1,92.154929
-6334.91248,1,92.204761
-7324.525356,1,92.254627
-4537.994415,1,92.302531
-772.529152,1,92.349374
-12985.739698,1,92.396249
-2815.70622,1,92.444154
-46883.39763,1,92.492024
-5500.240316,1,92.539896
-29239.825499,1,92.587768
-562.786221,1,92.637603
-5500.13707,1,92.686472
-2705.394186,1,92.732349
-1085.883474,1,92.7882
-464.623072,1,92.84006
-4091.244363,1,92.888967
-3856.659091,1,92.944781
-10749.030993,1,93.000633
-1843.494454,1,93.056486
-4086.716586,1,93.113364
-736.711754,1,93.171175
-7330.21225,1,93.223072
-1245.464402,1,93.276933
-553.357847,1,93.332743
-8.899847,1,93.390625
-1237.541206,1,93.451459
-902.229876,1,93.509308
-1500.208511,1,93.565149
-1306.814078,1,93.628953
-5.955039,1,93.687798
-3190.948788,1,93.74564
-3316.694928,1,93.800527
-7894.836944,1,93.857343
-10.63537,1,93.916222
-4174.849496,1,93.977024
-8556.687447,1,94.033871
-2176.837145,1,94.090753
-195.116821,1,94.151555
-2456.612904,1,94.215384
-495.979464,1,94.276257
-11.488886,1,94.33809
-8263.114694,1,94.402882
-547.524916,1,94.46176
-6903.549848,1,94.53054
-3823.971597,1,94.588421
-338.274351,1,94.639286
-5864.849544,1,94.690148
-1310.13841,1,94.741011
-199.954556,1,94.793869
-1399.538309,1,94.84972
-1737.296363,1,94.898589
-5691.68873,1,94.943437
-3738.633477,1,94.988319
-2502.661912,1,95.054141
-1598.259416,1,95.104008
-7249.817824,1,95.155869
-5456.321557,1,95.204739
-11983.81314,1,95.255604
-53.090839,1,95.307471
-3998.073122,1,95.363314
-1886.70576,1,95.427144
-482.102609,1,95.486021
-3500.16005,1,95.551811
-11803.848259,1,95.622622
-607.941401,1,95.689447
-2334.945751,1,95.746292
-222.193195,1,95.80018
-7460.081651,1,95.858989
-447.770022,1,95.945758
-2076.01868,1,96.021555
-1185.291063,1,96.097352
-2220.570775,1,96.160185
-419.685273,1,96.217032
-2692.562135,1,96.272883
-753.388163,1,96.332722
-2407.215489,1,96.392563
-2126.987843,1,96.460381
-1909.626394,1,96.529198
-277.61898,1,96.598049
-1908.17622,1,96.667827
-5898.635641,1,96.735681
-84.829082,1,96.804461
-2185.360318,1,96.903203
-616.163923,1,97.010912
-1400.454084,1,97.091694
-1398.059163,1,97.18345
-975.270367,1,97.257254
-3456.192382,1,97.333049
-2206.421004,1,97.403859
-934.025095,1,97.477663
-869.501349,1,97.551473
-6638.819119,1,97.618285
-832.840243,1,97.688098
-2454.313243,1,97.756916
-6457.106134,1,97.827726
-5488.218017,1,97.895543
-2668.706699,1,97.957379
-3369.848325,1,98.023237
-1039.827633,1,98.086071
-1227.196792,1,98.141884
-5095.809492,1,98.198734
-9209.659126,1,98.25957
-6420.102636,1,98.329384
-4439.114899,1,98.383239
-1320.396135,1,98.444112
-6230.106036,1,98.504915
-2908.944305,1,98.566753
-6328.117541,1,98.62563
-5055.463098,1,98.688425
-57.767385,1,98.74627
-5895.360866,1,98.807106
-9007.409337,1,98.87393
-12.866153,1,98.940748
-44.792294,1,98.99564
-1820.556252,1,99.05448
-4210.02493,1,99.107303
-5515.320807,1,99.158167
-4848.677697,1,99.210043
-5544.41056,1,99.256904
-2034.934717,1,99.30481
-1794.473617,1,99.357669
-4293.406977,1,99.405507
-3051.810372,1,99.454376
-3376.832193,1,99.500285
-116.012515,1,99.544169
-407.673119,1,99.593037
-1040.765175,1,99.645887
-304.359283,1,99.697759
-141.683608,1,99.746627
-6447.322835,1,99.796494
-9885.632264,1,99.847358
-3176.330907,1,99.899219
-1860.199645,1,99.948088
-80.950539,1,99.996958
-4258.130302,1,100.043832
-556.620724,1,100.092701
-248.612705,1,100.140573
-7755.42476,1,100.18941
-7583.214571,1,100.23828
-330.351274,1,100.287158
-7074.447329,1,100.336053
-9390.054702,1,100.381947
-6888.287328,1,100.425809
-2028.387252,1,100.472657
-9113.698694,1,100.518562
-12185.580614,1,100.566407
-6499.255515,1,100.614307
-1096.658883,1,100.663146
-2901.559097,1,100.713043
-1145.436804,1,100.760914
-5837.451986,1,100.806795
-6888.377554,1,100.852669
-210.59575,1,100.896551
-3821.22348,1,100.940164
-4562.15219,1,100.987069
-2506.86237,1,101.035908
-1141.680485,1,101.086771
-2423.546213,1,101.132683
-7107.168911,1,101.183515
-3212.250099,1,101.228426
-5844.441269,1,101.275299
-637.970768,1,101.323139
-5.918144,1,101.372009
-1763.189884,1,101.414893
-4760.964167,1,101.459773
-406.134075,1,101.507645
-234.191317,1,101.55554
-4135.302308,1,101.603389
-1069.560366,1,101.652259
-62.4347,1,101.70013
-3197.377511,1,101.748003
-5318.419968,1,101.796872
-5026.59438,1,101.843749
-93.748457,1,101.891618
-113.886554,1,101.940488
-2405.322378,1,101.98836
-5397.79191,1,102.037261
-36.554237,1,102.085133
-38.367959,1,102.133971
-127.972815,1,102.177853
-6723.642873,1,102.219741
-412.096233,1,102.264621
-3157.185714,1,102.311499
-1779.078213,1,102.3594
-4623.699918,1,102.408239
-9449.219952,1,102.456109
-3324.56485,1,102.504978
-9222.29822,1,102.552853
-2053.48679,1,102.597764
-2199.386584,1,102.644605
-6787.770721,1,102.692481
-4411.915908,1,102.74035
-110.480142,1,102.788221
-1264.586112,1,102.834103
-7209.257314,1,102.878978
-14430.151671,1,102.924856
-6062.497945,1,102.97173
-9674.745208,1,103.020601
-2066.152613,1,103.06548
-265.376304,1,103.11036
-2561.619558,1,103.153276
-4091.860147,1,103.201117
-9358.640504,1,103.247999
-1665.721688,1,103.29387
-509.782598,1,103.339747
-12587.163196,1,103.38363
-723.275781,1,103.428509
-3109.161701,1,103.474387
-35.61027,1,103.521262
-6275.729288,1,103.568168
-3444.533536,1,103.617004
-866.818584,1,103.664877
-3669.87314,1,103.711784
-5095.409186,1,103.760621
-742.871436,1,103.807528
-4430.725567,1,103.853405
-307.408742,1,103.896291
-3559.594706,1,103.941172
-1661.394336,1,103.988014
-6880.31795,1,104.032893
-3502.368784,1,104.077773
-3289.813492,1,104.12365
-3655.010903,1,104.169528
-266.908687,1,104.2174
-5393.389349,1,104.267267
-434.515796,1,104.31414
-3134.140143,1,104.364008
-1978.280214,1,104.414872
-6646.441776,1,104.472718
-1798.045573,1,104.537579
-5939.670939,1,104.597384
-8750.633284,1,104.664207
-1382.977899,1,104.721088
-471.506352,1,104.770954
-2477.214727,1,104.822814
-316.659586,1,104.875641
-1494.702372,1,104.927537
-3808.525255,1,104.980366
-6485.888207,1,105.030227
-1494.372453,1,105.07913
-6533.319098,1,105.129961
-106.064294,1,105.179826
-437.383195,1,105.235711
-577.949569,1,105.291528
-2882.807883,1,105.341394
-620.539373,1,105.387272
-782.523163,1,105.436174
-10148.1206,1,105.489001
-6936.71308,1,105.541882
-4283.01169,1,105.589765
-7533.061253,1,105.637603
-3836.930828,1,105.685475
-8.013746,1,105.733381
-2813.600932,1,105.781253
-2941.939942,1,105.830088
-70.346314,1,105.87796
-3975.765441,1,105.923869
-4690.206778,1,105.969746
-1996.65385,1,106.015592
-3051.621789,1,106.063465
-1600.41399,1,106.114328
-2998.803804,1,106.157212
-5561.633866,1,106.205085
-187.314165,1,106.249964
-213.270545,1,106.298867
-197.495242,1,106.347703
-2060.362197,1,106.39561
-3007.412133,1,106.441485
-1116.902491,1,106.48836
-2438.805262,1,106.535202
-4868.586529,1,106.582111
-3349.24059,1,106.630947
-2139.54548,1,106.677858
-1527.659852,1,106.724697
-3467.511353,1,106.772568
-7199.634411,1,106.819441
-3434.981867,1,106.867346
-2234.705021,1,106.913224
-4289.756841,1,106.961064
-2492.981191,1,107.009933
-135.07762,1,107.055842
-186.751352,1,107.100724
-3520.679502,1,107.147566
-9337.481089,1,107.194473
-5833.369869,1,107.242313
-7756.938674,1,107.291181
-9556.147702,1,107.339053
-7262.870272,1,107.387923
-5.835051,1,107.4338
-274.544464,1,107.479677
-1633.731096,1,107.524557
-9684.210362,1,107.570442
-1411.315332,1,107.616312
-3416.588735,1,107.664186
-5.918775,1,107.713053
-1913.90926,1,107.758931
-8971.861714,1,107.801815
-206.085667,1,107.847728
-4511.102666,1,107.896564
-187.204431,1,107.943471
-2272.643794,1,107.990313
-1060.648335,1,108.037189
-941.37942,1,108.095031
-662.913308,1,108.138916
-160.515516,1,108.184792
-4508.936244,1,108.229671
-4523.923593,1,108.276546
-4601.470713,1,108.322425
-3036.926687,1,108.368301
-3833.35391,1,108.41717
-4671.097233,1,108.462051
-2600.465691,1,108.507927
-5115.769564,1,108.553805
-2096.920873,1,108.604702
-455.797165,1,108.652541
-527.041065,1,108.700413
-2240.868897,1,108.746291
-7001.693024,1,108.793168
-2240.43691,1,108.840073
-14450.421205,1,108.885918
-2830.182398,1,108.928833
-980.961933,1,108.969695
-5093.848176,1,109.014606
-501.226001,1,109.059453
-1606.538766,1,109.113309
-9237.673099,1,109.155197
-2328.337842,1,109.197115
-42.337127,1,109.241997
-3722.82917,1,109.290835
-5938.304268,1,109.337741
-8.056047,1,109.385583
-4709.144193,1,109.430493
-83.372745,1,109.475341
-2958.036833,1,109.523214
-1775.316995,1,109.57009
-3111.540088,1,109.615966
-1530.039872,1,109.661841
-4871.532541,1,109.706757
-2843.289674,1,109.753597
-944.253469,1,109.801469
-1565.333467,1,109.85034
-5729.320486,1,109.894252
-1485.146514,1,109.937106
-4567.059991,1,109.982019
-5494.367446,1,110.026897
-5188.262624,1,110.074769
-4870.531702,1,110.122646
-2391.84133,1,110.170482
-6235.108036,1,110.218355
-3750.908234,1,110.26361
-2879.233201,1,110.306466
-3358.101769,1,110.351377
-19.841759,1,110.39925
-12869.555852,1,110.446126
-856.342248,1,110.490006
-446.356299,1,110.534891
-5443.479539,1,110.581765
-442.292261,1,110.629636
-5212.708725,1,110.677509
-311.723788,1,110.726347
-3634.649701,1,110.774247
-2448.260326,1,110.822121
-361.849905,1,110.869993
-3373.146311,1,110.915867
-3952.94778,1,110.958722
-882.868818,1,111.0046
-5578.052841,1,111.05051
-1251.09341,1,111.096385
-968.230402,1,111.141266
-18.989141,1,111.186114
-21.63351,1,111.23302
-1673.174015,1,111.280892
-7123.690737,1,111.328737
-2629.36986,1,111.376604
-254.833959,1,111.424508
-1562.911141,1,111.469387
-3551.266065,1,111.513242
-1893.449972,1,111.558154
-2615.51333,1,111.609015
-2108.22794,1,111.656855
-2715.228447,1,111.702735
-1385.243752,1,111.745618
-1518.610974,1,111.787537
-264.073257,1,111.833383
-3500.261606,1,111.879281
-4471.46235,1,111.927165
-1153.089404,1,111.975036
-9747.975415,1,112.020916
-1199.286295,1,112.067757
-3772.323659,1,112.113667
-6831.633364,1,112.158545
-233.539609,1,112.206416
-65.656896,1,112.248295
-539.215928,1,112.292191
-5339.980449,1,112.338035
-4406.577066,1,112.383941
-2608.708172,1,112.425828
-4438.864047,1,112.473706
-4799.214204,1,112.52058
-513.848392,1,112.568452
-159.780032,1,112.614326
-1781.06853,1,112.658217
-4847.773273,1,112.704089
-1854.765796,1,112.749933
-3897.284867,1,112.798833
-4462.459274,1,112.845709
-260.783469,1,112.890565
-1126.391664,1,112.932475
-4679.057623,1,112.975363
-4357.339549,1,113.01825
-3258.368575,1,113.063128
-2461.350673,1,113.110002
-9748.747244,1,113.157874
-11343.519443,1,113.206747
-1120.370291,1,113.252588
-1970.070312,1,113.298466
-3565.49437,1,113.345376
-984.106251,1,113.393219
-4593.019047,1,113.44012
-7332.406966,1,113.485999
-2178.662136,1,113.531873
-8133.599941,1,113.590716
-2716.169442,1,113.638557
-2302.165765,1,113.684465
-2103.386595,1,113.730342
-5498.325314,1,113.777218
-7040.999537,1,113.829081
-7863.063692,1,113.871968
-57.135774,1,113.916847
-9701.298592,1,113.961723
-543.628237,1,114.005607
-5097.55861,1,114.053479
-3670.630376,1,114.102349
-9156.080947,1,114.153186
-60.356263,1,114.209063
-892.44642,1,114.257903
-4847.674647,1,114.309795
-346.900739,1,114.363659
-7830.840959,1,114.41651
-1349.165534,1,114.468371
-97.02767,1,114.521196
-9725.090096,1,114.57206
-556.5431,1,114.624918
-607.016005,1,114.68177
-4859.793368,1,114.738658
-946.427053,1,114.792505
-1179.247168,1,114.846366
-5132.964698,1,114.901183
-1333.986867,1,114.954073
